index,question,reasoning,answer
10,"After retirement, I took out a loan for my child's college tuition for 2 years, and the interest came out to 1,240,000 won. The principal was 10,000,000 won with a simple interest rate of 6.2% per year. What is the loan period?","<think>
You can calculate the loan period using the simple interest formula.

Simple interest formula:
\[ \text{Interest} = \text{Principal} \times \text{Rate} \times \left( \frac{\text{Time}}{365} \right) \]

Given values:
- Interest (\(I\)) = 1,240,000 KRW
- Principal (\(P\)) = 10,000,000 KRW
- Annual interest rate (\(R\)) = 6.2% = 0.062

Substitute the values into the formula to find the time:
\[ 1,240,000 = 10,000,000 \times 0.062 \times \left( \frac{\text{Time}}{365} \right) \]

Simplifying the calculation:
\[ \frac{\text{Time}}{365} = \frac{1,240,000}{10,000,000 \times 0.062} \]
<calc>1240000 / (10000000 * 0.062)</calc> <result>2</result>
\[ \frac{\text{Time}}{365} = 2 \]

Therefore, the time is:
<calc>2 * 365</calc> <result>730</result> \text{days}
</think>
<answer>730</answer>",730.0
11,"I borrowed money for two years using a revolving credit loan to purchase music equipment and paid a total interest of 420,000 KRW at an annual simple interest rate of 4.2%. How much did I borrow?","<think>
Based on the given information, let's calculate the borrowed amount using the interest formula and conditions.
1. The interest formula is I = P * R * T, where:
    - I is the interest
    - P is the principal (borrowed amount)
    - R is the interest rate
    - T is the time period (years)
   
2. Solve the above formula with the given values:
    - I = 420,000 won
    - R = 0.042 (annual interest rate 4.2%)
    - T = 2 years

3. Rearrange the formula to find P:
    - P = I / (R * T)

4. Substitute the values into the formula and calculate:
    - P = 420000 / (0.042 * 2)
</think>

<calc>420000 / (0.042 * 2)</calc> won.
Therefore, the borrowed amount is <result>5000000</result> won.
<answer>
5000000.0
</answer>",5000000.0
12,"The total amount deposited monthly to receive the maturity of the savings was 5,700,000 KRW over 36 months. If the annual interest rate is 3.2% simple interest, can we calculate how much was deposited each month?","<think>
The total deposit amount for the savings account is 5,700,000 KRW, which is deposited in equal amounts every month for 36 months. The annual interest rate is 3.2% simple interest, so the monthly interest rate is 0.2667%, which is 3.2% divided by 12.

The maturity amount of the savings account is calculated as the sum of the principal and interest for the amount deposited each month. In the case of simple interest, the amount deposited each month earns interest at the same rate each month. Therefore, the total interest earned by the accumulated deposits each month must be considered.

The total maturity amount of 5,700,000 KRW is calculated as follows:

<calc>36 + (36 * 37 / 2) * (3.2 / 12 / 100)</calc> <result>37.776</result>

Here,
- 36 is the total number of months deposited.
- <calc>36 * 37 / 2</calc> <result>666</result> is the sum of an arithmetic sequence, which forms the basis for the interest earned by the accumulated deposits each month.
- <calc>3.2 / 12 / 100</calc> <result>0.0026667</result> is the monthly interest rate expressed as a decimal.

Therefore, to calculate the monthly deposit amount, the total maturity amount must be divided by the denominator of the above formula:

<calc>5700000 / 37.776</calc> <result>150889.45</result>

</think>

<answer>You need to deposit approximately 150,889.45 KRW per month.</answer>",150889.45
13,"If you make a free savings deposit of 630,000 KRW every month for 18 months to pay the license fee, what will be the maturity amount when the annual interest rate is 4.5% with simple interest?","<think> Calculate the maturity amount by depositing 630,000 KRW each month for 18 months in a free savings account with an annual simple interest rate of 4.5%. First, calculate the total principal amount deposited. 
Then, to calculate the interest, find the total interest amount for each deposit. Since the interest rate is an annual simple interest of 4.5%, the monthly interest rate is <calc>4.5 / 12 / 100</calc> <result>0.00375</result>. Since the free savings account is deposited monthly, the interest accrues from the month each deposit is made until maturity.

Total principal amount:
<calc>630000 * 18</calc> <result>11340000</result> KRW

Interest calculation:
Calculate the average balance month for the deposits and use it to calculate the interest.

Average balance month:
<calc>18 * (18 + 1) / 2</calc> <result>171</result> months

Total interest using the interest rate:
<calc>630000 * 171 * 0.00375</calc> <result>403987.5</result>

Add the total interest to the principal amount to calculate the maturity amount.

Maturity amount:
<calc>11340000 + 403987.5</calc> <result>11743987.5</result> KRW </think>

<answer>11743987.5</answer>",11743987.5
14,"I took out a simple interest loan for 2 years to buy a sports car, and the interest amounted to 293,550 won. What was the loan amount if the annual interest rate was 5.15%?","<think>The simple interest formula is as follows:
Interest = Principal × Interest Rate × Time

Here,
Interest is 293,550 KRW,
Interest Rate is 5.15% (0.0515),
Time is 2 years.

We want to find the Principal. Rearranging the formula:

Principal = Interest / (Interest Rate × Time)

Therefore,
Principal = <calc>293550 / (0.0515 * 2)</calc> <result>2850000.0</result>

</think>
<answer>2850000.0</answer>",2850000.0
15,"I took out a loan at a simple interest rate of 4.3% per year for 2 years to expand the vehicle repair shop, and the interest came out to be 301,000 won. Can you estimate the principal amount borrowed in this case?","<think>To solve this problem, we need to use the formula related to simple interest. The formula for simple interest is as follows:

\[ I = P \times r \times t \]

Here,
- \( I \) is the interest (301,000 KRW),
- \( P \) is the principal (the value we want to find),
- \( r \) is the annual interest rate (4.3% or 0.043),
- \( t \) is the time period (2 years).

Using the above formula, we can find the principal \( P \).

Given the information, we can set up the following equation:

\[ I = P \times r \times t \]

Rearranging to solve for the principal:

\[ P = \frac{I}{r \times t} \]

Now, let's substitute the given values into the equation:

\[ P = \frac{301000}{0.043 \times 2} \]

Performing the calculation:

<calc>301000 / (0.043 * 2)</calc> <result>3500000.0</result>
</think>

Therefore, the borrowed principal is <answer>3500000.0</answer> KRW.",3500000.0
16,"If you deposit 5,000,000 won at a simple interest rate of 3.8% per year for 2 years to fund the establishment of a soccer academy, what will be the maturity amount?","<think>
The amount deposited for the establishment of the soccer academy eventually becomes the sum of the principal and interest. When calculating interest using the simple interest method, the interest is simply added to the principal at a fixed rate. Here, the annual interest rate is 3.8%, and the period is 2 years. Therefore, we need to calculate the interest and add it to the principal.

The formula for simple interest is:
Final amount = Principal × (1 + Interest rate × Period)

Using this formula:
Final amount = 5000000 × (1 + 0.038 × 2)
</think>

Calculation:
1. First, calculate 0.038 × 2: <calc>0.038 * 2</calc> <result>0.076</result>
2. Next, add this value to 1: <calc>1 + 0.076</calc> <result>1.076</result>
3. Finally, multiply the principal 5,000,000 by this value: <calc>5000000 * 1.076</calc> <result>5380000.0</result>

<answer>
5380000.0
</answer>",5380000.0
17,"I took out a loan at a simple interest rate of 4.5% for one year to participate in a training camp, and the total repayment amount was 10,450,000 won. Can we estimate the principal amount of the loan in this case?","<think>
The amount borrowed is called the principal, and the simple interest formula for calculating the loan repayment amount is as follows:
\[ A = P(1 + rt) \]
where
- \( A \) is the total repayment amount
- \( P \) is the principal
- \( r \) is the interest rate
- \( t \) is the time period

We will substitute the values into the formula and solve with the given data.
Total repayment amount \(A\) = 10,450,000 KRW
Interest rate \(r\) = 0.045
Time period \( t \) = 1 year

To find the principal \(P\), we rearrange the formula as follows:
\[ P = \frac{A}{(1 + rt)} \]

Substitute the values and calculate:
<calc>10450000 / (1 + 0.045 * 1)</calc> <result>10000000.0</result>

Therefore, the borrowed principal is 10,000,000 KRW.
</think>

<answer>10000000.0</answer>",10000000.0
18,How much is the interest if you take out a personal loan of 9.5 million won at an annual simple interest rate of 3.5% for 2 years?,"<think>
This problem involves calculating interest using simple interest. Simple interest can be easily calculated by multiplying the principal amount, the interest rate, and the time period. The given principal is 9,500,000 KRW, the annual interest rate is 3.5%, and the loan period is 2 years.

The formula for simple interest is as follows:

Interest = Principal × Interest Rate × Time Period

Let's substitute the given values into the formula:
Principal = 9,500,000 KRW
Interest Rate = 3.5% = 0.035
Time Period = 2 years

Therefore:

Interest = <calc>9500000 * 0.035 * 2</calc> <result>665000.0</result>
</think>

<answer>
665000.0
</answer>",665000.0
19,"If you save 1,000,000 won every month for 2 years for movie research funds, what is the total interest at an annual simple interest rate of 3.5%?","<think>
To consider the case of saving 1,000,000 KRW every month for 2 years (24 months) to raise funds for film research, we go through the following process to calculate the total interest at an annual simple interest rate of 3.5%.

1. **Total Deposit Amount Calculation**:
   - Since 1,000,000 KRW is deposited every month for 24 months, the total deposit amount is:
     <calc>1000000 * 24</calc> <result>24000000</result>

2. **Simple Interest Calculation**:
   - In the case of simple interest, the interest is applied only to the principal and is calculated at a constant rate over the period.
   - However, when depositing a fixed amount every month, each deposit has a different investment period, so the interest for each deposit must be calculated separately.
   - To do this, we find the average investment period for the deposited money. Since deposits are made every month for 24 months, the average investment period is <calc>(24 + 1) / 2</calc> <result>12.5</result> months.
   - Converting the annual interest rate of 3.5% to a monthly interest rate:
     <calc>3.5 / 12 / 100</calc> <result>0.0029166667</result> (monthly interest rate)
   - Therefore, the total interest is calculated as follows:
     <calc>24000000 * 0.0029166667 * 12.5</calc> <result>875000.0</result>
   
   - Simplifying the above calculation into a generalized formula:
     <calc>1000000 * 24 * (24 + 1) / 2 * 0.0029166667</calc> <result>875000.0</result>
</think>
<answer>875000.0</answer>",875000.0
20,"I saved money for 2 years at a simple interest rate of 2.5% per year to cover the travel expenses with my two children, and I earned a total interest of 78,000 won. How much did I deposit each month?","<think>
To cover the travel expenses with two children, a fixed amount was saved every month for two years, earning simple interest. The total interest is 78,000 KRW, and the annual interest rate is 2.5%.

In simple interest calculation, interest is applied only to the principal, so the amounts saved each month accrue interest for different periods. The amount saved in the first month earns interest for 24 months, the second month for 23 months, ..., and the amount saved in the last month earns interest for 1 month.

The sum of these monthly savings' interests equals the total interest of 78,000 KRW. This can be expressed in the following formula:

\[ \text{Total Interest} = \text{Monthly Savings} \times \text{Interest Rate} \times \left( \frac{24 + 1}{2} \right) \]

Here,
- Total Interest is 78,000 KRW
- The annual interest rate of 2.5% converted to a monthly interest rate is \(\frac{2.5}{12 \times 100} = 0.0020833\)

Therefore, to find the monthly savings, we rearrange the formula:

\[ \text{Monthly Savings} = \frac{78,000}{\left( 24 \times \frac{25}{2} \times 0.0020833 \right)} \]

We can calculate the monthly savings using this formula.

<calc>78000 / (24 * (25 / 2) * (2.5/12/100)</calc> <result>124800</result>
</think>
<answer>124800</answer>",124800.0
21,"I want to take out a loan of 50,000,000 KRW at an annual compound interest rate of 4.0% for one year to prepare the deposit for a rental house. How much is the interest?","<think>
To prepare the deposit for a rental house, let's calculate the compound interest if you take a loan of 50,000,000 KRW at an annual interest rate of 4.0% for one year.

The formula for calculating compound interest is as follows:

Interest = Principal × (1 + Rate)^Time - Principal

Here,
- Principal is 50,000,000 KRW,
- Rate is 4.0% (i.e., 0.04),
- Time is 1 year.

By substituting the values into the formula:

Interest = 50,000,000 × (1 + 0.04)^1 - 50,000,000
<calc>50000000 * 1.04</calc> <result>52000000.0</result>
<calc>52000000.0 - 50000000</calc> <result>2000000.0</result>

Therefore, the interest accrued over one year is 2,000,000 KRW.
</think>
<answer>2000000.0</answer>",2000000.0
22,"How much interest can be earned by depositing 2,562,000 won in a regular savings account at an annual simple interest rate of 4.1% for one year for a family trip fund?","<think>
Let's calculate the interest that can be earned by depositing 2,562,000 won in a regular savings account with a simple interest rate of 4.1% for one year.

The formula for calculating simple interest is as follows:
Interest = Principal × Rate × Time

Here,
- The principal is 2,562,000 won,
- The rate is 4.1% (calculated as 0.041),
- The time is 1 year.

Substituting into the formula:
<calc>2562000 * 0.041 * 1</calc> <result>105042.0</result>
</think>
<answer>105042.0</answer>",105042.0
23,"The interest for a year of credit loan to collect multicultural research data was 42,500 won. If it was a simple interest loan at an annual rate of 4.25%, what was the principal amount of the loan?","<think>
The formula for calculating simple interest is as follows:

Interest = Principal × Interest Rate × Time

Substituting the given values,

42500 = Principal × 0.0425 × 1

To find the principal, divide both sides by 0.0425 × 1,

Principal = <calc>42500 / 0.0425</calc> <result>1000000.0</result>
</think>
<answer>1000000.0</answer>",1000000.0
24,"I borrowed money with the plan to pay 912,000 won in interest over 2 years to supplement the deposit for the lease. If the annual interest rate is 3.8% simple interest, how much did I borrow?","<think>
According to the information given in the problem, the annual interest rate is 3.8%, and the loan period is 2 years.
The simple interest calculation formula is as follows:
\[ I = P \times r \times t \]

Here,
- I is the interest (912,000 won)
- P is the principal (the value we need to find)
- r is the annual interest rate (3.8% or 0.038)
- t is the period (2 years)

Solving the formula for the principal:
\[ P = \frac{I}{r \times t} \]

Substituting the given values:
\[ P = \frac{912,000}{0.038 \times 2} \]

Calculating this:
<calc>912000 / (0.038 * 2)</calc> <result>12000000</result>
</think>
<answer>12000000</answer>",12000000.0
25,"To save up for graduate school tuition, I deposited money in a savings account with a simple interest rate of 3.5% per year for 6 months and received a total of 180,000 won in interest. How much did I save in the flexible savings account each month?","<think>
The given problem is to find out how much to save each month to receive a total interest of 180,000 won over 6 months at an annual simple interest rate of 3.5%.

1. **Convert annual interest rate to monthly interest rate**:
   - Annual interest rate: 3.5%
   - Monthly interest rate = <calc>0.035 / 12</calc> <result>0.0029166667</result>

2. **Calculate interest for each saving period**:
   - The amount saved in the first month receives interest for 6 months.
   - The second month receives interest for 5 months, ..., the last month receives interest for 1 month.
   - Total saving period sum: <calc>6 + 5 + 4 + 3 + 2 + 1</calc> <result>21</result> months

3. **Set up the total interest formula**:
   - Total interest = P × total saving period × monthly interest rate
   - 180,000 won = P × <calc>21 * 0.0029166667</calc> <result>0.0612500007</result>

4. **Calculate the monthly saving amount (P)**:
   - P = <calc>180000 / 0.0612500007</calc> <result>2938775.51</result> won

Therefore, you need to save approximately 2,938,775.51 won each month.
</think>

<answer>2938775.51 won</answer>",2938775.51
26,"How much will the total repayment amount be if you borrow 30,000,000 won at an annual compound interest rate of 2.85% for one year to prepare the deposit for a lease?","<think>
To prepare the deposit for a lease, if you take out a loan of 30,000,000 KRW at an annual compound interest rate of 2.85% for one year, you use the compound interest formula to calculate the total repayment amount. The compound interest formula is as follows:

Total repayment amount = Principal × (1 + Interest rate)^Period

Here,
- Principal = 30,000,000 KRW
- Interest rate = 2.85% = 0.0285
- Period = 1 year

By substituting into the formula,

Total repayment amount = 30,000,000 × (1 + 0.0285)^1 = 30,000,000 × 1.0285 = 30,855,000 KRW

Therefore, the total repayment amount after one year is 30,855,000 KRW.
<calc>30000000 * (1 + 0.0285)</calc> <result>30855000.0</result>
</think>
<answer>30855000.0</answer>",30855000.0
27,"How much interest can be earned by saving 1,200,000 won, which is part of the monthly salary, at a simple interest rate of 3.5% per year for 18 months?","<think>Let's proceed step by step to solve the equation and derive the answer. The formula to use for simple interest is as follows:

\[ I = P \times r \times t \]

where \( I \) is the interest, \( P \) is the principal, \( r \) is the rate, and \( t \) is the time.

Substituting the given values:
- Principal (\( P \)): 1,200,000 KRW
- Rate (\( r \)): 3.5% = 0.035
- Time (\( t \)): 18 months = 1.5 years (converted to years by dividing by 12)

\[
I = 1,200,000 \times 0.035 \times \frac{18}{12}
\]

Now, let's proceed with the calculation.
<calc>1200000 * 0.035 * 18 / 12 </calc> <result>63000</result>

Therefore, the final interest is approximately 63,000 KRW.
</think>

<answer>63000</answer>",63000.0
28,"After graduation, to prepare for employment, I took out a personal loan with a simple interest rate of 4.2% per year for 2 years, resulting in a total interest of 126,000 won. How much did I borrow initially?","<think>
The given problem is about finding the principal amount of a loan using the interest calculated with simple interest. The simple interest formula is as follows:

Interest = Principal × Rate × Time

Here,
- Interest = 126,000 KRW
- Rate = 4.2% = 0.042
- Time = 2 years

To find the principal, we rearrange the formula:

Principal = Interest / (Rate × Time)

Therefore, the calculation is as follows:

<calc>126000 / (0.042 * 2)</calc> <result>1500000</result>
</think>
<answer>1500000 KRW</answer>",1500000.0
29,"How much will the maturity amount be if you deposit 2,000,000 won at an annual compound interest rate of 4.8% for 2 years to prepare for your child's future education expenses?","<think>
First, we apply an annual interest rate of 4.8% compounded to the initial amount of 2,000,000 KRW. To calculate compound interest, we convert the interest rate to a decimal, which becomes 0.048.

Therefore, the maturity amount is calculated as follows:

<calc>2000000 * (1 + 0.048) ** 2</calc> <result>2196608.0</result>
</think>
<answer>2196608.0</answer>",2196608.0
30,I want to deposit a free savings account with an annual compound interest rate of 4.75% for one year and receive 3.4 million won at maturity. How much should I deposit?,"<think>
The problem is asking how much should be deposited initially to receive 3,400,000 KRW at maturity, applying an annual compound interest rate of 4.75% for one year.

The basic formula for compound interest calculation is as follows:

\[ A = P \times (1 + r)^n \]

Here,
- \( A \) is the amount at maturity (3,400,000 KRW)
- \( P \) is the initial deposit amount
- \( r \) is the annual interest rate (4.75% or 0.0475)
- \( n \) is the period (1 year)

Since it is compound interest for one year, \( n = 1 \). Therefore, rearranging the formula, the initial deposit amount \( P \) is calculated as follows:

\[ P = \frac{A}{(1 + r)} \]

Substituting the values,

<calc>3400000 / (1 + 0.0475)</calc> <result>3245823.39</result>

Therefore, approximately 3,245,823.39 KRW should be deposited to receive 3,400,000 KRW at maturity.
</think>

<answer>You need to deposit 3,245,823.39 KRW.</answer>",3245823.39
31,"How much will the maturity amount be if 3,500,000 won, received as support for an overseas international conference business trip, is deposited in a free savings account with an annual compound interest rate of 3.75% for 18 months?","<think>
1. The amount received from the problem is 3,500,000 KRW, and the annual interest rate is 3.75%. Expressing the interest rate as a decimal, it becomes 0.0375.
2. 18 months is 1.5 years, so if we calculate this in days, 18 months × 30 = 540 days. However, for accurate calculation, we should consider 1 year as 365 days.
3. According to the compound interest formula, we calculate the maturity amount. By applying the compound interest effect to the principal amount, we calculate as follows:
   A = P (1 + r) ^ (t)
   where A is the maturity amount, P is the principal, r is the annual interest rate, and t is the time expressed in years.
4. Therefore, the calculation formula is as follows:
   A = 3,500,000 × (1 + 0.0375) ^ (540 / 365)

Now, we calculate this formula.
<calc>3500000 * (1 + 0.0375) ** (540 / 365)</calc> <result>3695912.4904650883</result>
</think>
<answer>3695912.49</answer>",3695912.49
32,"The interest on a loan taken at a simple annual rate of 4.75% for 2 years to upgrade a family-run bakery was 14,250,000 won. What was the loan amount?","<think>
The given problem is about finding the loan amount using simple interest. The formula for simple interest is as follows:

\[ I = P \times r \times t \]

Where,
- \( I \) is the interest amount,
- \( P \) is the principal (loan amount),
- \( r \) is the annual interest rate,
- \( t \) is the time period (in years).

The values given in the problem are:
- Interest amount \( I = 14,250,000 \) KRW,
- Annual interest rate \( r = 4.75\% = 0.0475 \),
- Time period \( t = 2 \) years.

To find the principal, we rearrange the formula:

\[ P = \frac{I}{r \times t} \]

Substituting the values into the formula:

<calc>14250000 / (0.0475 * 2)</calc> <result>150000000.0</result>

Therefore, the loan amount is 150,000,000 KRW.
</think>
<answer>150000000.0</answer>",150000000.0
33,"I deposited money at an annual compound interest rate of 4.0% for one year, and the total amount received was 3,120,000 won. How much did I initially deposit?","<think>
First, let's use the compound interest formula to calculate the initial deposit amount.

Compound interest formula:
Final amount = Initial amount × (1 + interest rate/100) ^ period

Given values:
- Final amount = 3,120,000 KRW
- Interest rate = 4.0%
- Period = 1 year

Rearranging the formula for the initial amount:
Initial amount = Final amount / (1 + interest rate/100) ^ period

Substituting the values:
<calc>3120000 / (1 + 0.04)</calc> <result>3000000.0</result>

Therefore, the initial deposit amount is 3,000,000 KRW.
</think>
<answer>3000000.0</answer>",3000000.0
34,I am planning to borrow 30 million won at a simple interest rate of 3.8% per year for 2 years to raise living funds. How much is the loan interest in this case?,"<think>Let's calculate the loan interest according to the given formula.

In simple interest calculation, you can find the interest by multiplying the principal by the interest rate and then by the period.
Here, the principal is 30,000,000 KRW, the interest rate is 3.8%, which is expressed as 0.038, and the period is 2 years.

Let's calculate the interest according to the given formula.

Interest = Principal × Interest Rate × Period
         = 30,000,000 × 0.038 × 2

<calc>30000000 * 0.038</calc> <result>1140000</result>

Therefore, Interest = <calc>1140000 * 2</calc> <result>2280000</result>
</think> 

<answer> 
2280000 
</answer>",2280000.0
